RedName,Width,Height,Format,Compression,TextureGroup
environment\textures_entity_proxy\guards_quarters_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\hindarsfjall_main_building_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaer_trolde_castle_horsepath_building_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaer_trolde_castle_mousesack_path_ext_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaer_trolde_castle_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaer_trolde_footpath_buildings_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaer_trolde_horsepath_tunnel_b_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaer_trolde_horsepath_tunnel_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaertro_house_big_old_exterior_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaertro_house_low_long_old_exterior_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaertro_house_low_old_exterior_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaertro_house_med_old_exterior_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaertro_house_med_side_old_exterior_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaertro_house_storage_chimney_old_exterior_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaertro_house_storage_old_exterior_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaertro_house_tall_old_exterior_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaertro_house_workshop_old_end_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaertro_house_workshop_old_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaertro_inn_kitchen_stall_old_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\kaertro_inn_old_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\large_nilfgaardian_ship_sail_closed_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\lighthouse_roof_proxy_d.xbm,128,128,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\lugos_proxy_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\lumber_house_proxy_d.xbm,128,128,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\medium_nilfgaardian_ship_body_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\medium_nilfgaardian_ship_sail_closed_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\northern_plains_hotspring_ruins_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\northern_plains_lake_area_tower_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\peat_house_big_exterior_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\peat_house_long_exterior_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\peat_house_medium_exterior_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\peat_house_small_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\prison_island_keep_proxy_d.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\prison_island_prisons_proxy_d.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\prison_part_3_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\siege_tower_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\sk05_chasm_bridge_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\sk26_ancient_perimeter_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\sk9_blandare_ruins_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
environment\textures_entity_proxy\small_nilfgaardian_ship_sail_closed_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\small_nilfgaardian_ship_sail_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\split_peak_a_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\stone_towers_post_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\tower_arc_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\tower_balcony_a_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\tower_impossible_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\tower_main_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\tower_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\tower_stone_bridge_snow_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\udalryk_house_abandoned_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\undvik_elvenpath_rockcluster_1_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\undvik_elvenpath_rockcluster_2_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\undvik_elvenpath_trollcave_1_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\undvik_village_ruin_1_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\undvik_village_ruin_2_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\vigur_castle_proxy_d.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\war_alley_ruins_hill_proxy_d.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\war_idol__proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\large_nilfgaardian_ship_sail_b_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\sq209_cave_gate_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\_spiral_ochman_house_a_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\lighthouse_cracked_snow_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\nov_very_rich_maison_nantua_closed_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\rich_redbrick_house_stone_proxy_d.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\textures_entity_proxy\large_nilfgaardian_ship_sail_b2_proxy_d.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,DiffuseNoMips
environment\ep1\proxy\auction_house_proxy.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
fx\textures\other\dot_01.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\axii_line_02.xbm,512,128,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\power_flow.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
fx\textures\other\arachas_emissive.xbm,256,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\snow_03.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\aard_force_02.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\aard_wave_01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\axii_04.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\electricity_sphere.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\force_02.xbm,1024,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\line_trials_anim.xbm,1024,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\marker_line.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\snow_01.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\snow_02.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\spiderweb.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\aard_dust_02.xbm,64,128,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\aard_force_01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\axii_01.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\axii_02.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\circle_04.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\djin_face.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\dot_02.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\feathers_01.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
fx\textures\other\force_01.xbm,512,1024,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\light_beam01.xbm,256,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\magic_spark_01.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\snow_bokeh.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\sparks_multiply_02.xbm,256,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\spiral_planet.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\teleport_border_01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\white_flower_petal.xbm,64,64,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
fx\textures\other\yrden_sign_01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\burned.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
fx\textures\other\particle_null_texture.xbm,128,128,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\yrden_line_01.xbm,512,256,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\dirt_01.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\leaf.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
fx\textures\other\frost.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
fx\textures\other\quen_shield_01.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
fx\textures\other\signs_icons.xbm,512,128,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\fire_mesh_ramp.xbm,128,128,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\heliotrop_01_copy.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
fx\textures\other\mud_texture_01.xbm,512,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\quen_shield_decal.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
fx\textures\other\border_line01.xbm,128,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\earth.xbm,1024,1024,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\water_bubble.xbm,128,128,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\other\dust_dof.xbm,256,256,TRF_TrueColor,TCM_None,Flares
fx\textures\other\dot_glow.xbm,128,128,TRF_TrueColor,TCM_QualityColor,QualityColor
fx\textures\other\stars.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
fx\textures\other\axii_line_02_glow.xbm,512,128,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
fx\textures\other\circle_01.xbm,256,256,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\other\bies_trace02.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
fx\textures\smoke\smoke_tileable_nrm.xbm,1024,1024,TRF_TrueColor,TCM_DXTAlpha,NormalmapGloss
fx\textures\smoke\white_smoke_03.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\smoke_01.xbm,512,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\smoke_trail.xbm,1024,128,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\smoke_02.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\smoke_dark.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\smoke_front_animated02.xbm,2048,2048,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\smoke_front_animated02_ver2.xbm,2048,2048,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\smoke_trail_02.xbm,256,128,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\smoke_03.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\smoke_trail_alpha.xbm,1024,128,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\torch_smoke_01.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\white_smoke_01.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\white_smoke_02.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\white_smoke_anim_02.xbm,2048,2048,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\puffy_smoke_8x8.xbm,2048,2048,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\white_smoke_anim.xbm,2048,2048,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\smoke\smoke_tileable.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\smoke\candle_smoke_01.xbm,512,128,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\smoke\smoke_heavy_02.xbm,1024,1024,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\sprites\bees_01.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\sprites\fly01.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\sprites\bubble.xbm,128,128,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\sprites\crow_feathers.xbm,256,512,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
fx\textures\sprites\sand_dust.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\sprites\fragments_wood.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\sprites\harpy_feathers.xbm,256,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\sprites\dandelions.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\sprites\maggot.xbm,256,128,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\sprites\crow_fly.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\sprites\leaf_3x3.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\electricity\electric_title_01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\electricity\electric_sphere_02.xbm,256,1024,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\electricity\electric_sphere_01.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\electricity\electric_title_04.xbm,1024,256,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
fx\textures\fire\fire_spark_04.xbm,256,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\fire\fire_tileable_2.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\fire\fire_embers.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\fire\fire_mid_2k.xbm,2048,2048,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\candle_flame_01.xbm,256,128,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\fire\fire_anim_04.xbm,2048,1024,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\fire_anim_10.xbm,2048,2048,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\fire_ball6_tiled.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\fire_dust.xbm,256,128,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\fire_spark_03.xbm,64,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\fire_spark_05.xbm,512,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\fire_title_01.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\torch_flame_02.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\torch_flame_09_anim.xbm,1024,2048,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\fire_line_01.xbm,512,256,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\fire\fire_spark_02.xbm,64,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\torch_flame_07_anim.xbm,512,1024,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\candle_flame_02.xbm,128,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\fire\fire_tileable.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\fire\torch_fire_01.xbm,256,128,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\fire_anim_08.xbm,1024,1024,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\fire_anim_12.xbm,2048,2048,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\torch_flame_10_anim.xbm,1024,2048,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\fire_anim_02.xbm,2048,2048,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\fire_anim_09.xbm,2048,1024,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\fire_trail_01.xbm,512,128,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\fire\new_textures\fire_burst_8x8.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\fire\new_textures\small_fire_looped10x4.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\fire\new_textures\torch_fire_loop_12x5.xbm,1024,2048,TRF_TrueColor,TCM_QualityColor,QualityColor
fx\textures\fire\new_textures\fire_looped_8x4.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\fire\new_textures\fire_big_6x6.xbm,2048,2048,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\water\waterfall_1.xbm,1024,1024,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\water_splash_8x4.xbm,1024,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\foam_normals.xbm,1024,1024,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\raindrops_2x1_normal.xbm,128,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\screen_water_streak_1.xbm,64,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\water\screen_water_streak_gradient.xbm,4,512,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\water\bubbles_2x2.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\frost_normal.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\rain_normal.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\raindrops_2x1_blurred.xbm,128,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\screen_water_drops_3.xbm,512,512,TRF_TrueColor,TCM_None,
fx\textures\water\splash_with_normal_2.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\splash_with_normal_2_blurred.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\water_animation_01.xbm,2048,2048,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\water_circle_2x1_normal.xbm,512,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\water_drops_v2.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\caustic_texture_01.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
fx\textures\water\ripples_specials.xbm,1024,1024,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
fx\textures\water\splash_with_normal.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\waterfall_2.xbm,1024,1024,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\water_circle_01.xbm,1024,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\water_dot_01.xbm,32,32,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\water\water_splash_trail.xbm,1024,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\water\dripping_water_01.xbm,128,256,TRF_TrueColor,TCM_DXTNoAlpha,ParticlesWithoutAlpha
fx\textures\decals\explosionhighres.xbm,1024,1024,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\decals\blood_endriaga.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\decals\blood_decal_01.xbm,256,256,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
fx\textures\decals\ground_decal1.xbm,1024,1024,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\decals\scolopendmorph_blood_medium.xbm,512,512,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
fx\textures\decals\ground_decal_01.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\decals\quen_decals.xbm,1024,1024,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\decals\footsteps\footprints_common.xbm,128,128,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
fx\textures\decals\footsteps\footprints_common_n.xbm,128,128,TRF_TrueColor,TCM_DXTNoAlpha,WorldDiffuse
fx\textures\decals\footsteps\footprints_mud.xbm,128,128,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
fx\textures\decals\footsteps\footprints_snow.xbm,128,128,TRF_TrueColor,TCM_DXTAlpha,WorldDiffuseWithAlpha
fx\textures\decals\footsteps\footprints_snow_n.xbm,128,128,TRF_TrueColor,TCM_NormalsGloss,NormalmapGloss
fx\textures\weapon_trails\default_trail_fast.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\weapon_trails\monster_hand_trail.xbm,256,128,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\weapon_trails\default_trail_heavy.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\weapon_trails\fire_trail_1.xbm,512,512,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\weapon_trails\trail_arrow_01.xbm,64,64,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\weapon_trails\trail_arrow_02.xbm,128,64,TRF_TrueColor,TCM_DXTAlpha,Particles
fx\textures\weapon_trails\trail_arrow_03.xbm,128,64,TRF_TrueColor,TCM_DXTAlpha,Particles
